Registro,Ticket,Origen,Hora,Descripción,PC,Hora Inicio,Hora Fin,Tiempo Total,Internet,Extras,Cobrar,Cobrado,Com.,Vta Directa,Nota
388,,190409.log,18:40:40,Impresión,,,,,,,,,0,,id:153 Inicio:18:40:28 Demora:00:00:12 Estado:Finalizado Doc:Microsoft·Word·-·Documento1 Imp:EPSON·Color Usuario:SERVIDOR PC:\\SERVIDOR-PC Hojas Impresas:1 Total Hojas:1 Tamaño:2273416
389,535,190409.log,18:51:06,Cobro de PC,1,17:51:04,18:51:06,1:00:01,10,0,10,10,0,, 
390,536,190409.log,18:51:08,Cobro de PC,2,17:51:04,18:51:08,1:00:03,10,0,10,10,0,, 
391,537,190409.log,18:51:53,Cobro de PC,2,18:51:50,18:51:53,0:00:02,3,0,3,3,0,, 
392,538,190409.log,19:09:59,Cobro de PC,1,18:51:49,19:09:59,0:18:07,3,0,3,3,0,, 
393,539,190409.log,19:10:02,Cobro de PC,2,18:51:59,19:10:02,0:18:00,3,0,3,3,0,, 
394,,190409.log,20:07:08,Impresión,,,,,,,,,0,,id:154 Inicio:20:06:15 Demora:00:00:53 Estado:Finalizado Doc:Microsoft·Word·-·Derecho·a·la·igualdad.docx Imp:EPSON·Color Usuario:SERVIDOR PC:\\SERVIDOR-PC Hojas Impresas:2 Total Hojas:2 Tamaño:65536
395,,190409.log,20:13:01,Impresión,,,,,,,,,0,,id:155 Inicio:20:11:59 Demora:00:01:02 Estado:Finalizado Doc:Microsoft·Word·-·Documento1 Imp:EPSON·Color Usuario:SERVIDOR PC:\\SERVIDOR-PC Hojas Impresas:4 Total Hojas:4 Tamaño:227732
396,,190409.log,20:18:42,Cierre del Servidor,,,,,,,,,0,,
397,,190409.log,20:18:42,Cierre del Servidor,,,,,,,,,0,,
398,,190410.log,16:19:39,Arranque del Servidor,,,,,,,,,0,, 1.647b
399,,190410.log,17:02:33,Impresión,,,,,,,,,0,,id:156 Inicio:17:02:03 Demora:00:00:30 Estado:Finalizado Doc:Microsoft·Word·-·geometria.docx Imp:EPSON·Color Usuario:SERVIDOR PC:\\SERVIDOR-PC Hojas Impresas:0 Total Hojas:1 Tamaño:266448
400,,190410.log,17:11:27,Impresión,,,,,,,,,0,,id:157 Inicio:17:10:40 Demora:00:00:47 Estado:Finalizado Doc:Microsoft·Word·-·imagen.docx Imp:EPSON·Color Usuario:SERVIDOR PC:\\SERVIDOR-PC Hojas Impresas:2 Total Hojas:2 Tamaño:301932
401,540,190410.log,17:48:52,Venta de Extra,1,,,,,12,,,0,,1  Varios
402,540,190410.log,17:48:52,Cobro de PC,1,16:19:52,17:48:52,1:27:55,14.5,12,26.5,26.5,0,, 
403,541,190410.log,18:06:22,Cobro de PC,2,18:01:54,18:06:22,0:04:26,3,0,3,3,0,, 
404,542,190410.log,18:28:37,Cobro de PC,1,17:58:05,18:28:37,0:30:00,5,0,5,5,0,, 
405,543,190410.log,18:29:18,Cobro de PC,2,18:06:23,18:29:18,0:22:51,4,0,4,4,0,, 
406,,190410.log,19:38:17,Impresión,,,,,,,,,0,,id:158 Inicio:19:37:40 Demora:00:00:37 Estado:Finalizado Doc:Microsoft·Word·-·impresion.docx Imp:EPSON·Color Usuario:SERVIDOR PC:\\SERVIDOR-PC Hojas Impresas:1 Total Hojas:1 Tamaño:9153672
407,,190410.log,19:50:49,Impresión,,,,,,,,,0,,id:159 Inicio:19:50:19 Demora:00:00:30 Estado:Finalizado Doc:Microsoft·Word·-·fotos.docx Imp:EPSON·Color Usuario:SERVIDOR PC:\\SERVIDOR-PC Hojas Impresas:1 Total Hojas:1 Tamaño:849852
408,544,190410.log,19:51:05,Venta de Extra,1,,,,,6,,,0,,1  Varios
409,544,190410.log,19:51:05,Cobro de PC,1,19:20:23,19:51:05,0:30:10,5,6,11,11,0,, 
410,,190410.log,20:34:59,Impresión,,,,,,,,,0,,id:160 Inicio:20:34:38 Demora:00:00:21 Estado:Finalizado Doc:Cardex·Simple Imp:EPSON·Color Usuario:Invitado PC:\\192.168.80.50 Hojas Impresas:2 Total Hojas:1 Tamaño:36820
411,,190410.log,20:35:38,Impresión,,,,,,,,,0,,id:161 Inicio:20:35:23 Demora:00:00:15 Estado:Finalizado Doc:Microsoft·Word·-·Documento1 Imp:EPSON·Color Usuario:Invitado PC:\\192.168.80.50 Hojas Impresas:0 Total Hojas:1 Tamaño:306247
412,,190410.log,20:37:55,Impresión,,,,,,,,,0,,id:162 Inicio:20:37:37 Demora:00:00:18 Estado:Finalizado Doc:Microsoft·Word·-·Documento1 Imp:EPSON·Color Usuario:Invitado PC:\\192.168.80.50 Hojas Impresas:1 Total Hojas:1 Tamaño:961387
413,545,190410.log,20:44:13,Cobro de PC,1,20:18:45,20:44:13,0:25:22,4,0,4,4,0,, 
414,,190410.log,20:44:22,Cierre del Servidor,,,,,,,,,0,,
415,,190410.log,20:44:22,Cierre del Servidor,,,,,,,,,0,,
416,,190411.log,16:18:53,Arranque del Servidor,,,,,,,,,0,, 1.647b
417,546,190411.log,17:14:20,Cobro de PC,9,16:25:32,17:14:20,0:48:07,8,0,8,8,0,, 
418,547,190411.log,17:43:15,Cobro de PC,7,17:16:58,17:43:15,0:26:14,4.5,0,4.5,4.5,0,, 
419,,190411.log,19:34:01,Impresión,,,,,,,,,0,,id:166 Inicio:19:33:12 Demora:00:00:49 Estado:Finalizado Doc:Microsoft·Word·-·TIPO·DE·EXTENCIONES.docx Imp:EPSON·Color Usuario:SERVIDOR PC:\\SERVIDOR-PC Hojas Impresas:2 Total Hojas:2 Tamaño:2388184
420,,190411.log,19:38:50,Impresión,,,,,,,,,0,,id:167 Inicio:19:38:26 Demora:00:00:24 Estado:Finalizado Doc:Microsoft·Word·-·FREEMID.docx Imp:EPSON·Color Usuario:SERVIDOR PC:\\SERVIDOR-PC Hojas Impresas:2 Total Hojas:2 Tamaño:2791184
421,548,190411.log,19:49:02,Venta de Extra,1,,,,,12,,,0,,1  Varios
422,548,190411.log,19:49:02,Cobro de PC,1,17:21:10,19:49:02,2:17:44,23,12,35,35,0,, 
423,,190411.log,20:10:11,Impresión,,,,,,,,,0,,id:168 Inicio:20:09:28 Demora:00:00:43 Estado:Finalizado Doc:Microsoft·PowerPoint·-·infografia.ppt·[Modo·de·compatibilidad] Imp:EPSON·Color Usuario:SERVIDOR PC:\\SERVIDOR-PC Hojas Impresas:1 Total Hojas:1 Tamaño:9953412
424,,190411.log,20:17:50,Impresión,,,,,,,,,0,,id:169 Inicio:20:17:19 Demora:00:00:31 Estado:Finalizado Doc:Microsoft·PowerPoint·-·infografia.ppt·[Modo·de·compatibilidad] Imp:EPSON·Color Usuario:SERVIDOR PC:\\SERVIDOR-PC Hojas Impresas:1 Total Hojas:1 Tamaño:10565820
425,549,190411.log,20:18:53,Cobro de PC,2,17:52:44,20:18:53,2:26:06,24.5,0,24.5,24.5,0,, 
426,,190411.log,20:30:17,Impresión,,,,,,,,,0,,id:170 Inicio:20:30:03 Demora:00:00:14 Estado:Finalizado Doc:Microsoft·Word·-·2-Solicitud-de-servicio-Social.docx Imp:EPSON·Color Usuario:SERVIDOR PC:\\SERVIDOR-PC Hojas Impresas:1 Total Hojas:1 Tamaño:143220
427,,190411.log,20:31:09,Impresión,,,,,,,,,0,,id:171 Inicio:20:30:43 Demora:00:00:26 Estado:Finalizado Doc:Microsoft·Word·-·Oficio·de·aceptacion.docx Imp:EPSON·Color Usuario:SERVIDOR PC:\\SERVIDOR-PC Hojas Impresas:1 Total Hojas:1 Tamaño:2115136
428,,190411.log,20:36:05,Impresión,,,,,,,,,0,,id:172 Inicio:20:35:35 Demora:00:00:30 Estado:Finalizado Doc:Microsoft·PowerPoint·-·infografia.ppt·[Modo·de·compatibilidad] Imp:EPSON·Color Usuario:SERVIDOR PC:\\SERVIDOR-PC Hojas Impresas:0 Total Hojas:1 Tamaño:5774184
429,,190411.log,20:37:42,Impresión,,,,,,,,,0,,id:173 Inicio:20:37:12 Demora:00:00:30 Estado:Finalizado Doc:Microsoft·PowerPoint·-·infografia.ppt·[Modo·de·compatibilidad] Imp:EPSON·Color Usuario:SERVIDOR PC:\\SERVIDOR-PC Hojas Impresas:1 Total Hojas:1 Tamaño:168
430,,190411.log,20:54:04,Impresión,,,,,,,,,0,,id:174 Inicio:20:52:42 Demora:00:01:22 Estado:Finalizado Doc:Microsoft·Word·-·Documento1 Imp:EPSON·Color Usuario:Invitado PC:\\[fe80::7c94:acb3:c41f:33f] Hojas Impresas:5 Total Hojas:5 Tamaño:6473348
431,550,190411.log,21:05:06,Cobro de PC,1,20:18:50,21:05:06,0:46:13,7.5,0,7.5,7.5,0,, 
432,,190411.log,21:19:34,Impresión,,,,,,,,,0,,id:175 Inicio:21:19:15 Demora:00:00:19 Estado:Finalizado Doc:Microsoft·Word·-·Lancenter·Marshmello·A.C.··CArta·liberacion·de·Practicas.docx Imp:EPSON·Color Usuario:SERVIDOR PC:\\SERVIDOR-PC Hojas Impresas:1 Total Hojas:1 Tamaño:125048
433,,190411.log,21:20:22,Impresión,,,,,,,,,0,,id:176 Inicio:21:20:15 Demora:00:00:07 Estado:Finalizado Doc:Microsoft·Word·-·Lancenter·Marshmello·A.C.··CArta·liberacion·de·Practicas.docx Imp:EPSON·Color Usuario:SERVIDOR PC:\\SERVIDOR-PC Hojas Impresas:1 Total Hojas:1 Tamaño:200
434,,190411.log,21:42:58,Cierre del Servidor,,,,,,,,,0,,
435,,190411.log,21:42:58,Cierre del Servidor,,,,,,,,,0,,
436,,190412.log,18:40:55,Arranque del Servidor,,,,,,,,,0,, 1.647b
437,551,190412.log,18:41:14,Cobro de PC,7,18:41:06,18:41:14,0:00:05,3,0,3,3,0,, 
438,552,190412.log,19:28:41,Cobro de PC,7,18:41:32,19:28:41,0:46:53,8,0,8,8,0,, 
439,,190412.log,19:37:37,Cierre del Servidor,,,,,,,,,0,,
440,,190412.log,19:37:37,Cierre del Servidor,,,,,,,,,0,,
441,,190413.log,15:28:30,Arranque del Servidor,,,,,,,,,0,, 1.647b
442,553,190413.log,16:30:17,Cobro de PC,7,15:35:04,16:30:17,0:54:57,9,0,9,9,0,, 
443,554,190413.log,16:40:14,Cobro de PC,7,16:30:19,16:40:14,0:09:14,3,0,3,3,0,, 
444,,190413.log,19:13:45,Cierre del Servidor,,,,,,,,,0,,
445,,190413.log,19:17:27,Arranque del Servidor,,,,,,,,,0,, 1.647b
446,555,190413.log,20:08:54,Cobro de PC,6,19:18:34,20:08:54,0:39:36,6.5,0,6.5,6.5,0,, 
447,,190413.log,20:08:56,Cierre del Servidor,,,,,,,,,0,,
448,,190413.log,20:15:15,Arranque del Servidor,,,,,,,,,0,, 1.647b
449,556,190413.log,21:08:13,Cobro de PC,1,20:16:05,21:08:13,0:52:02,8.5,0,8.5,8.5,0,, 
450,,190413.log,21:11:12,Cierre del Servidor,,,,,,,,,0,,
451,,190413.log,21:11:12,Cierre del Servidor,,,,,,,,,0,,
452,,190414.log,12:36:47,Arranque del Servidor,,,,,,,,,0,, 1.647b
453,,190414.log,12:42:56,Arranque del Servidor,,,,,,,,,0,, 1.647b
